1991 RB , J ,  3524 ,   296 , 1 31 48.19 -40 42 24.84 , 0 0 0.18   0 0 2.64 , 18.385 , 23.62113751626007
1991 RB ,OR , 14522 ,   108 , 22 18 58.15 -64 15 49.0 , 0 0 0.1   0 0 1.46 , 17.697 , 22.0
1991 DG ,OR , 14162 ,   706 , 9 9 2.94 -9 14 56.98 , 0 0 0.03   0 0 0.4 , 18.054 , 22.083683487038268
2013 NV , J ,  8639 ,   656 , 16 26 54.72 -14 0 35.68 , 0 0 0.35   0 0 5.3 , 16.441 , 23.5
2004 JG6 , J ,  8230 ,   828 , 13 37 25.67 0 21 46.37 , 0 0 0.04   0 0 0.54 , 19.603 , 23.543452632824014
2015 TM237 , I , 12975 ,   849 , 8 38 37.0 1 47 0.35 , 0 0 2.8   0 0 41.99 , 17.545 , 20.5
2017 RR15 , J ,  8822 ,   679 , 0 7 29.83 -12 34 50.2 , 0 0 2.27   0 0 34.0 , 19.228 , 23.5
2017 RR15 ,OR , 14905 ,   504 , 11 35 6.84 -26 45 33.37 , 0 0 1.23   0 0 18.51 , 19.394 , 22.017800548893263
2009 CS , I , 14480 ,   888 , 21 43 22.52 0 52 58.44 , 0 0 1.47   0 0 21.98 , 18.698 , 20.5
1991 OA , I , 16568 ,   508 , 13 15 43.38 -24 28 44.18 , 0 0 0.03   0 0 0.5 , 18.793 , 20.5
2011 CY46 ,OR , 15087 ,    27 , 23 55 4.29 -81 52 46.52 , 0 0 1.12   0 0 16.86 , 19.036 , 22.0
1998 HL1 , I , 14263 ,   570 , 11 22 11.74 -21 52 3.72 , 0 0 0.02   0 0 0.35 , 19.476 , 20.5
1996 FO3 ,OR , 17010 ,   384 , 14 7 10.1 -37 20 31.38 , 0 0 0.06   0 0 0.94 , 18.159 , 22.12113751626007
1979 VA , I ,  5017 ,   522 , 18 14 42.73 -24 56 10.82 , 0 0 0.02   0 0 0.25 , 18.484 , 20.46897052034371
1979 VA , R ,  5028 ,   522 , 18 14 34.22 -24 54 31.46 , 0 0 0.02   0 0 0.26 , 18.38 , 22.027310937020445
1979 VA , I ,  5070 ,   521 , 18 5 44.13 -24 32 1.21 , 0 0 0.02   0 0 0.33 , 17.328 , 20.5
1979 VA , R ,  5083 ,   521 , 17 55 44.01 -24 11 11.08 , 0 0 0.02   0 0 0.36 , 16.66 , 22.027310937020445
1979 VA , J ,  5279 ,   585 , 16 34 38.77 -17 31 26.69 , 0 0 0.02   0 0 0.35 , 16.345 , 23.543452632824014
2010 VZ ,OR , 12144 ,   814 , 20 51 46.53 -4 20 43.51 , 0 0 0.94   0 0 14.06 , 17.848 , 22.249465443631504
1975 YA , I ,  9915 ,   844 , 19 8 52.64 -1 8 11.51 , 0 0 0.0   0 0 0.06 , 18.806 , 20.5
1975 YA , R ,  9916 ,   844 , 19 9 2.36 -1 9 24.3 , 0 0 0.0   0 0 0.06 , 18.807 , 22.027310937020445
2011 EG17 , I ,  9954 ,   774 , 7 37 42.76 -6 46 39.9 , 0 0 0.72   0 0 10.84 , 19.972 , 20.5
2011 EG17 , R ,  9955 ,   774 , 7 37 56.64 -6 40 14.7 , 0 0 0.72   0 0 10.81 , 19.976 , 22.18348435778082
1981 ET3 , J ,  4851 ,   384 , 13 50 1.74 -35 45 14.98 , 0 0 0.01   0 0 0.12 , 18.156 , 23.5
1981 ET3 , I , 16523 ,   785 , 11 28 24.14 -3 35 57.55 , 0 0 0.01   0 0 0.08 , 17.525 , 20.5
1981 ET3 , I , 18622 ,   894 , 11 30 18.23 1 19 26.26 , 0 0 0.0   0 0 0.03 , 19.243 , 20.5
2005 GO21 , J , 11340 ,   890 , 10 29 0.47 0 13 49.44 , 0 0 0.07   0 0 1.08 , 17.438 , 23.7201140738196
2005 GO21 ,OR , 11918 ,   881 , 7 19 29.39 -2 54 6.26 , 0 0 0.07   0 0 1.03 , 18.251 , 22.12113751626007
2005 GO21 ,OR , 13079 ,   872 , 4 18 23.36 1 47 5.53 , 0 0 0.08   0 0 1.19 , 18.094 , 22.043452632824014
2003 QZ30 ,OR ,  9536 ,   739 , 19 53 11.92 -8 15 10.44 , 0 0 0.01   0 0 0.15 , 19.262 , 21.90102344244047
2014 KB91 ,OR , 13394 ,   819 , 22 40 0.92 -6 47 13.56 , 0 10 44.38   2 41 5.77 , 18.754 , 22.083683487038268
2014 KB91 ,OR , 13417 ,   822 , 23 46 14.12 -3 55 19.31 , 0 8 0.39   2 0 5.84 , 19.365 , 22.043452632824014
2005 BC ,OR , 16994 ,   627 , 6 44 38.3 -14 40 44.98 , 0 0 0.02   0 0 0.27 , 19.895 , 22.083683487038268
